asset_id,name,name_en,name_ms,category,subcategory,osm_category,osm_type,osm_id,lat,lon,state,state_code,district,district_code,cuisine,brand,stars,rooms,beds,operator,website,phone,opening_hours,wheelchair
OSM_way_1551475934,Gorek Bay,,,Accommodation,Chalet,tourism=chalet,way,1551475934,2.578336,103.817174,Johor,01,Mersing,05,,,,,,,,,,
OSM_way_1202679499,National Education and Research Centre (NERC),,,Accommodation,Chalet,tourism=chalet,way,1202679499,2.528884,103.401055,Johor,01,Mersing,05,,,,,,,,,,
OSM_way_1388820901,Resang Indah Chalet,,,Accommodation,Chalet,tourism=chalet,way,1388820901,2.581064,103.805308,Johor,01,Mersing,05,,,,,,,,,,
OSM_way_1388820902,Sari Jentayu Chalet,,,Accommodation,Chalet,tourism=chalet,way,1388820902,2.581417,103.804728,Johor,01,Mersing,05,,,,,,,,,,
OSM_way_967478343,Shamella Chalet,,,Accommodation,Chalet,tourism=chalet,way,967478343,2.519209,103.831263,Johor,01,Mersing,05,,,,,,,,,,
OSM_node_8856909941,Suara's Chalet,,,Accommodation,Chalet,tourism=chalet,node,8856909941,2.486726,103.817441,Johor,01,Mersing,05,,,,,,,,,,
OSM_way_1388820900,Sukalayar Resort,,,Accommodation,Chalet,tourism=chalet,way,1388820900,2.579895,103.807263,Johor,01,Mersing,05,,,,,,,,,,
OSM_way_957136891,Tanjung Genting Chalet & Camp Site,,,Accommodation,Chalet,tourism=chalet,way,957136891,2.479031,103.82025,Johor,01,Mersing,05,,,,,,,,+60136882844;+60127646221,,
OSM_way_1388820837,Teluk Gorek Chalet & Camp Site,,,Accommodation,Chalet,tourism=chalet,way,1388820837,2.57778,103.816412,Johor,01,Mersing,05,,,,,,,,,,
OSM_way_1551475938,Teluk Gorek Chalet & Camp Site,,,Accommodation,Chalet,tourism=chalet,way,1551475938,2.578128,103.816933,Johor,01,Mersing,05,,,,,,,,,,
OSM_node_10293176406,Hello Leisure Resort,,,Accommodation,Chalet,tourism=chalet,node,10293176406,1.329819,103.442062,Johor,01,Pontian,07,,,,,,,,,,
OSM_way_925793663,Starlight Bay,,,Accommodation,Chalet,tourism=chalet,way,925793663,1.333552,103.440668,Johor,01,Pontian,07,,,,,,,,,,
OSM_way_1312854740,Sweet Home Holiday Resort,,,Accommodation,Chalet,tourism=chalet,way,1312854740,1.333922,103.440559,Johor,01,Pontian,07,,,,,,,,,,
OSM_way_1312854727,Tan Castle,,,Accommodation,Chalet,tourism=chalet,way,1312854727,1.329132,103.441933,Johor,01,Pontian,07,,,,,,,,,,
OSM_node_260704030,Tanjung Piai Resort,,,Accommodation,Chalet,tourism=chalet,node,260704030,1.282212,103.51106,Johor,01,Pontian,07,,,,,,,http://tanjungpiai-resort.blogspot.com/,+60 7 696 0011,,
OSM_way_925789367,Unnamed Chalet,,,Accommodation,Chalet,tourism=chalet,way,925789367,1.319438,103.445139,Johor,01,Pontian,07,,,,,,,,,,
OSM_way_1312854742,Unnamed Chalet,,,Accommodation,Chalet,tourism=chalet,way,1312854742,1.31915,103.445938,Johor,01,Pontian,07,,,,,,,,,,
OSM_way_925793693,众乐乐海上度假屋,,,Accommodation,Chalet,tourism=chalet,way,925793693,1.331338,103.441128,Johor,01,Pontian,07,,,,,,,,,,
OSM_node_10286061975,Chalets,,,Accommodation,Chalet,tourism=chalet,node,10286061975,2.432116,103.249104,Johor,01,Segamat,08,,,,,,,,,,
OSM_way_672666804,Unnamed Chalet,,,Accommodation,Chalet,tourism=chalet,way,672666804,2.341962,102.618033,Johor,01,Tangkak,22,,,,,,,,,,
OSM_way_672666805,Unnamed Chalet,,,Accommodation,Chalet,tourism=chalet,way,672666805,2.342178,102.618023,Johor,01,Tangkak,22,,,,,,,,,,
OSM_way_672666806,Unnamed Chalet,,,Accommodation,Chalet,tourism=chalet,way,672666806,2.34221,102.617701,Johor,01,Tangkak,22,,,,,,,,,,
OSM_node_4454840789,Rumah Hasan Tayang,,,Accommodation,Chalet,tourism=chalet,node,4454840789,6.13823,100.292277,Kedah,02,Kota Setar,03,,,,,,,,,Sa-Th 10:00-20:00,
OSM_way_387592074,Agropelancongan Chalet Terapung Sungai Merbok,Green Mangrove Floating Chalets,,Accommodation,Chalet,tourism=chalet,way,387592074,5.646003,100.40687,Kedah,02,Kuala Muda,04,,,,,,Pertubuhan Peladang Kawasan Merbok,,,,
OSM_way_1356126242,Berangan Pool Cottage,,,Accommodation,Chalet,tourism=chalet,way,1356126242,5.580073,100.479418,Kedah,02,Kuala Muda,04,,,,,,,,,,
OSM_node_6611257285,Dusun tok wan,,,Accommodation,Chalet,tourism=chalet,node,6611257285,5.60291,100.437294,Kedah,02,Kuala Muda,04,,,,,,,,,,
OSM_way_772843118,Green Desa Bayu Chalet,,,Accommodation,Chalet,tourism=chalet,way,772843118,5.627036,100.414719,Kedah,02,Kuala Muda,04,,,,,,,https://www.facebook.com/greendesabayu,+60 17 447 77 81,,
OSM_node_10869586991,Yatie Homestay Sungai Petani,,,Accommodation,Chalet,tourism=chalet,node,10869586991,5.613346,100.510632,Kedah,02,Kuala Muda,04,,,,,,Yatie Homestay,https://yatiehomestay.business.site/,+60135929731,,
OSM_node_6633078805,Homestay Hazra Sungai Korok,,,Accommodation,Chalet,tourism=chalet,node,6633078805,6.237779,100.321361,Kedah,02,Kubang Pasu,05,,,,,,,https://m.facebook.com/hazrahomestay/,+60195428091,,
OSM_way_1435223082,Teratak Al-Qarni,,,Accommodation,Chalet,tourism=chalet,way,1435223082,6.266707,100.492258,Kedah,02,Kubang Pasu,05,,,,,,,,,,
OSM_node_13546247545,Antara Padi Villa,,,Accommodation,Chalet,tourism=chalet,node,13546247545,6.341709,99.781789,Kedah,02,Langkawi,07,,,,,,,,,,
OSM_node_6669587125,Celagi Cottages,,,Accommodation,Chalet,tourism=chalet,node,6669587125,6.364842,99.715363,Kedah,02,Langkawi,07,,,,3,,https://www.airbnb.com/users/230587687/listings,,,,
OSM_node_4553232794,Lion House,Lion House,Rumah Singa,Accommodation,Chalet,tourism=chalet,node,4553232794,6.287508,99.757737,Kedah,02,Langkawi,07,,,,,,,,,,
OSM_node_10307665820,Looma Private Pool Villas,Looma Private Pool Villas,,Accommodation,Chalet,tourism=chalet,node,10307665820,6.279134,99.733876,Kedah,02,Langkawi,07,,,,,,Looma,,+60197016036,,
OSM_node_2673107857,Pondok Keladi Guest House,,Pondok Keladi Guest House,Accommodation,Chalet,tourism=chalet,node,2673107857,6.286307,99.736146,Kedah,02,Langkawi,07,,,,,,,http://www.pondok-keladi.com/,006-04-9551648,,
OSM_node_13546247538,ULU-Mahsuri Villa,,,Accommodation,Chalet,tourism=chalet,node,13546247538,6.342106,99.781734,Kedah,02,Langkawi,07,,,,,,,http://www.ulu.asia/,,,
OSM_node_13546251152,UluVilla Guesthouse,,,Accommodation,Chalet,tourism=chalet,node,13546251152,6.345543,99.797473,Kedah,02,Langkawi,07,,,,,,,,,,
OSM_node_2673237717,Villa De Porto,Villa De Porto,Villa De Porto,Accommodation,Chalet,tourism=chalet,node,2673237717,6.267536,99.738973,Kedah,02,Langkawi,07,,,,,,,https://villadeporto.com/,+60 122943264,,
OSM_way_688056583,KEDA Resort,,,Accommodation,Chalet,tourism=chalet,way,688056583,5.858069,100.825223,Kedah,02,Sik,09,,,,,,,,,,
OSM_node_4340248024,rumah tuan imam danglau,,,Accommodation,Chalet,tourism=chalet,node,4340248024,6.012417,100.747106,Kedah,02,Sik,09,,,,,,,,,,
OSM_way_657121184,Chalet Syafi,,,Accommodation,Chalet,tourism=chalet,way,657121184,5.82838,100.43835,Kedah,02,Yan,10,,,,,,,,,,
OSM_way_657121189,Homestay Dangau Ayahanda,,,Accommodation,Chalet,tourism=chalet,way,657121189,5.831359,100.440994,Kedah,02,Yan,10,,,,,,,,,,
OSM_way_657121188,Homestay Teroi,,,Accommodation,Chalet,tourism=chalet,way,657121188,5.831694,100.441835,Kedah,02,Yan,10,,,,,,,,,,
OSM_node_5248166522,Pawana Jerai Resort,,,Accommodation,Chalet,tourism=chalet,node,5248166522,5.761233,100.364895,Kedah,02,Yan,10,,,,,,,,,,
OSM_node_5351383622,Chalet Tok Abah,,,Accommodation,Chalet,tourism=chalet,node,5351383622,6.047692,102.406404,Kelantan,03,Bachok,01,,,,,,,,,Mo-Su 09:00-18:00,
OSM_node_8015258586,Chalet pagar,,,Accommodation,Chalet,tourism=chalet,node,8015258586,6.033678,102.413525,Kelantan,03,Bachok,01,,,,,,,,,,
OSM_node_8015281485,HR Chalet,,,Accommodation,Chalet,tourism=chalet,node,8015281485,6.035983,102.412656,Kelantan,03,Bachok,01,,,,,,,,,,
OSM_node_8015325485,Sri Chap Beach Resort,,,Accommodation,Chalet,tourism=chalet,node,8015325485,6.036887,102.412071,Kelantan,03,Bachok,01,,,,,,,,,,
OSM_way_672522806,PCB Resort,,,Accommodation,Chalet,tourism=chalet,way,672522806,6.194926,102.275152,Kelantan,03,Kota Bharu,02,,,,,,,,,,
OSM_node_7702166385,Pasir Belanda Resort,,,Accommodation,Chalet,tourism=chalet,node,7702166385,6.165233,102.255957,Kelantan,03,Kota Bharu,02,,,,,,,,,,
OSM_way_973025012,Unnamed Chalet,,,Accommodation,Chalet,tourism=chalet,way,973025012,6.19591,102.27384,Kelantan,03,Kota Bharu,02,,,,,,,,,,
OSM_way_973025013,Unnamed Chalet,,,Accommodation,Chalet,tourism=chalet,way,973025013,6.195839,102.273954,Kelantan,03,Kota Bharu,02,,,,,,,,,,
OSM_way_973025014,Unnamed Chalet,,,Accommodation,Chalet,tourism=chalet,way,973025014,6.195806,102.274036,Kelantan,03,Kota Bharu,02,,,,,,,,,,
OSM_way_973025015,Unnamed Chalet,,,Accommodation,Chalet,tourism=chalet,way,973025015,6.195764,102.27412,Kelantan,03,Kota Bharu,02,,,,,,,,,,
OSM_way_973025016,Unnamed Chalet,,,Accommodation,Chalet,tourism=chalet,way,973025016,6.19599,102.27392,Kelantan,03,Kota Bharu,02,,,,,,,,,,
OSM_way_973025017,Unnamed Chalet,,,Accommodation,Chalet,tourism=chalet,way,973025017,6.195945,102.274013,Kelantan,03,Kota Bharu,02,,,,,,,,,,
OSM_way_973025018,Unnamed Chalet,,,Accommodation,Chalet,tourism=chalet,way,973025018,6.195901,102.274121,Kelantan,03,Kota Bharu,02,,,,,,,,,,
OSM_way_973025019,Unnamed Chalet,,,Accommodation,Chalet,tourism=chalet,way,973025019,6.195857,102.274224,Kelantan,03,Kota Bharu,02,,,,,,,,,,
OSM_way_973025020,Unnamed Chalet,,,Accommodation,Chalet,tourism=chalet,way,973025020,6.195806,102.274336,Kelantan,03,Kota Bharu,02,,,,,,,,,,
OSM_way_1550097943,Unnamed Chalet,,,Accommodation,Chalet,tourism=chalet,way,1550097943,6.195703,102.274257,Kelantan,03,Kota Bharu,02,,,,,,,,,,
OSM_node_13249973605,Faka D'Kebun,,,Accommodation,Chalet,tourism=chalet,node,13249973605,5.611107,102.281249,Kelantan,03,Kuala Krai,09,,,,,,,,,,
OSM_node_13249973310,Kasih Bonda D'Enggong,,,Accommodation,Chalet,tourism=chalet,node,13249973310,5.58669,102.26112,Kelantan,03,Kuala Krai,09,,,,,,,,+60165706711,,
OSM_node_4308146489,Stor kayu lee,,,Accommodation,Chalet,tourism=chalet,node,4308146489,6.081097,102.207668,Kelantan,03,Pasir Mas,04,,,,,,,,,Sa-Th 08:30-17:30,
OSM_way_968958429,Sweet Beach Resort,,,Accommodation,Chalet,tourism=chalet,way,968958429,5.911932,102.47099,Kelantan,03,Pasir Puteh,05,,,,,,,,,,
OSM_way_1106421313,Siba Garden Chalet,,,Accommodation,Chalet,tourism=chalet,way,1106421313,5.826503,101.945821,Kelantan,03,Tanah Merah,06,,,,,,,,,,
OSM_node_10600362605,Desa Anggerik Tanjung Rimau Dalam,,,Accommodation,Chalet,tourism=chalet,node,10600362605,2.444386,102.242049,Melaka,04,Alor Gajah,01,,,,,,,,,Mo-Su 09:00-18:00,
OSM_node_9822060734,KM Chalet,,,Accommodation,Chalet,tourism=chalet,node,9822060734,2.38359,101.97027,Melaka,04,Alor Gajah,01,,,,,,,,,,
OSM_node_4679490898,Umang-Umang Chalet,Umang-Umang Chalet,,Accommodation,Chalet,tourism=chalet,node,4679490898,2.372588,101.975481,Melaka,04,Alor Gajah,01,,,,,,,,+60123933821,,
OSM_way_1202019736,Bukit Batu Lebah Forest Eco Park,,Taman Eko-Rimba Bukit Batu Lebah,Accommodation,Chalet,tourism=chalet,way,1202019736,2.399379,102.429749,Melaka,04,Jasin,02,,,,,,Pejabat Hutan Daerah Melaka,https://tamanekorimbabukitbatulebah.jimdofree.com/,,,
OSM_way_1420893170,Casa Maria,,,Accommodation,Chalet,tourism=chalet,way,1420893170,2.184351,102.269076,Melaka,04,Melaka Tengah,03,,,,,,,,,,
OSM_way_1420793676,D'Pasir Lodge,,,Accommodation,Chalet,tourism=chalet,way,1420793676,2.183185,102.272728,Melaka,04,Melaka Tengah,03,,,,,,,,,,
OSM_node_13470598498,Semol Home2Stay,,,Accommodation,Chalet,tourism=chalet,node,13470598498,2.192437,102.263205,Melaka,04,Melaka Tengah,03,,,,,,,https://www.facebook.com/Semolhome2stay/,+60 13 7511505,,
OSM_node_4477589191,Shah Beach Resort,,,Accommodation,Chalet,tourism=chalet,node,4477589191,2.22018,102.167132,Melaka,04,Melaka Tengah,03,,,,,,,http://melaka.shahsresorts.com,+6063153121,24/7,
OSM_node_11153155168,Unnamed Chalet,,,Accommodation,Chalet,tourism=chalet,node,11153155168,2.221772,102.229152,Melaka,04,Melaka Tengah,03,,,,,,,,,,
OSM_node_4781351298,Bougainvilla Resort,,,Accommodation,Chalet,tourism=chalet,node,4781351298,2.440943,101.857401,Negeri Sembilan,05,Port Dickson,03,,,,,,,,,,
OSM_node_4853061421,Izz Irsyad Homestay,,,Accommodation,Chalet,tourism=chalet,node,4853061421,2.502865,101.85384,Negeri Sembilan,05,Port Dickson,03,,,,,,,http://izzirsyadhome2stay.blogspot.my/,+60 12 6521151,,
OSM_node_4839911329,Mimi seafood and chalets,Mimi seafood and chalets,,Accommodation,Chalet,tourism=chalet,node,4839911329,2.465776,101.855386,Negeri Sembilan,05,Port Dickson,03,,,,,,,,,,
OSM_way_493573982,Rumah Peranginan Kilat TNB,,,Accommodation,Chalet,tourism=chalet,way,493573982,2.502832,101.837603,Negeri Sembilan,05,Port Dickson,03,,,,,,,,,,
OSM_node_4664696582,Sri Fajar Sinaran Selat (Sime Darby),,,Accommodation,Chalet,tourism=chalet,node,4664696582,2.436045,101.858109,Negeri Sembilan,05,Port Dickson,03,,,,,,,,,,
OSM_way_1500948965,Brickhouse Bukit Tinggi,,,Accommodation,Chalet,tourism=chalet,way,1500948965,3.35971,101.814965,Pahang,06,Bentong,01,,,,,,,,+60123338882,,
OSM_way_1515355907,Nora Lodge,,,Accommodation,Chalet,tourism=chalet,way,1515355907,3.387678,101.869454,Pahang,06,Bentong,01,,,,,,,,,,
OSM_way_1451527658,Unkaizan Villa,,,Accommodation,Chalet,tourism=chalet,way,1451527658,3.386083,102.022036,Pahang,06,Bentong,01,,,,,,,,,,
OSM_way_1217963239,Unnamed Chalet,,,Accommodation,Chalet,tourism=chalet,way,1217963239,3.528431,101.883268,Pahang,06,Bentong,01,,,,,,,,,,
OSM_way_1217963240,Unnamed Chalet,,,Accommodation,Chalet,tourism=chalet,way,1217963240,3.528292,101.882744,Pahang,06,Bentong,01,,,,,,,,,,
OSM_way_1217963241,Unnamed Chalet,,,Accommodation,Chalet,tourism=chalet,way,1217963241,3.528411,101.882769,Pahang,06,Bentong,01,,,,,,,,,,
OSM_way_1217963242,Unnamed Chalet,,,Accommodation,Chalet,tourism=chalet,way,1217963242,3.528156,101.882803,Pahang,06,Bentong,01,,,,,,,,,,
OSM_way_1217963243,Unnamed Chalet,,,Accommodation,Chalet,tourism=chalet,way,1217963243,3.528181,101.883064,Pahang,06,Bentong,01,,,,,,,,,,
OSM_node_4663796692,Aiza Chalet,,,Accommodation,Chalet,tourism=chalet,node,4663796692,4.479104,101.381782,Pahang,06,Cameron Highland,02,,,,,,,,+60 19 7560991,,
OSM_node_4663796691,Al-Mashoor Chalet,,,Accommodation,Chalet,tourism=chalet,node,4663796691,4.478637,101.379782,Pahang,06,Cameron Highland,02,,,,,,,,+60 19 5760669,,
OSM_node_4663796690,Anggerik Desa Chalet,,,Accommodation,Chalet,tourism=chalet,node,4663796690,4.479731,101.380796,Pahang,06,Cameron Highland,02,,,,,,,,+60 5 4911896,,
OSM_node_4663796699,Aszi Homestay,,,Accommodation,Chalet,tourism=chalet,node,4663796699,4.477714,101.38015,Pahang,06,Cameron Highland,02,,,,,,,,+60 17 2725107,,
OSM_node_4663796698,Dahlia Homestay,,,Accommodation,Chalet,tourism=chalet,node,4663796698,4.475765,101.380994,Pahang,06,Cameron Highland,02,,,,,,,,+60 5 4912605,,
OSM_node_5406339422,Darul Makmur Chalet,,,Accommodation,Chalet,tourism=chalet,node,5406339422,4.475894,101.380872,Pahang,06,Cameron Highland,02,,,,,,,,,,
OSM_node_4663796385,Homestay Dr Ayob,,,Accommodation,Chalet,tourism=chalet,node,4663796385,4.478416,101.38078,Pahang,06,Cameron Highland,02,,,,,,,,+60 12 5059220,,
OSM_node_4663796387,Lily Homestay,,,Accommodation,Chalet,tourism=chalet,node,4663796387,4.478635,101.381,Pahang,06,Cameron Highland,02,,,,,,,,+60 5 4911477,,
OSM_way_1403712633,MNS BOH Field Study Centre,,,Accommodation,Chalet,tourism=chalet,way,1403712633,4.453892,101.432004,Pahang,06,Cameron Highland,02,,,,,,Malaysian Nature Society,,,,
OSM_node_4663796693,Marina Chalet,,,Accommodation,Chalet,tourism=chalet,node,4663796693,4.477519,101.381426,Pahang,06,Cameron Highland,02,,,,,,,,+60 5 4911295,,
OSM_node_4663796382,Melati Homestay,,,Accommodation,Chalet,tourism=chalet,node,4663796382,4.477995,101.380559,Pahang,06,Cameron Highland,02,,,,,,,,+60 19 5480129,,
OSM_node_4663796695,Neeza Chalet,,,Accommodation,Chalet,tourism=chalet,node,4663796695,4.475942,101.38074,Pahang,06,Cameron Highland,02,,,,,,,,+60 12 2677287,,
OSM_way_475158901,Nuraini Chalet,Nuraini Chalet,,Accommodation,Chalet,tourism=chalet,way,475158901,4.490553,101.387372,Pahang,06,Cameron Highland,02,,,,,,,,,,
OSM_node_4663796388,Orchid Homestay,,,Accommodation,Chalet,tourism=chalet,node,4663796388,4.478998,101.380925,Pahang,06,Cameron Highland,02,,,,,,,,+60 5 4911958,,
OSM_node_4663796384,Pfordten Cottage,,,Accommodation,Chalet,tourism=chalet,node,4663796384,4.478971,101.379168,Pahang,06,Cameron Highland,02,,,,,,,,+60 17 8824887,,
OSM_node_4683535457,Ros Chalet,,,Accommodation,Chalet,tourism=chalet,node,4683535457,4.477966,101.381819,Pahang,06,Cameron Highland,02,,,,,,,,+60 19 5782044,,
OSM_node_4689531299,Sri Juliana Chalet,,,Accommodation,Chalet,tourism=chalet,node,4689531299,4.492112,101.385349,Pahang,06,Cameron Highland,02,,,,,,,,,,
OSM_node_4670504388,White Rose,,,Accommodation,Chalet,tourism=chalet,node,4670504388,4.476518,101.380257,Pahang,06,Cameron Highland,02,,,,,,,,,,
OSM_node_4678520324,Wong Brother Villa,Wong Brother Villa,,Accommodation,Chalet,tourism=chalet,node,4678520324,4.440416,101.389118,Pahang,06,Cameron Highland,02,,,,,,,,+60 5 4956358,,
OSM_node_1725518836,Chalet Ayah Wan,,,Accommodation,Chalet,tourism=chalet,node,1725518836,4.454467,102.655046,Pahang,06,Jerantut,03,,,,,,,,,,
OSM_node_1637910944,Durian Chalets,,,Accommodation,Chalet,tourism=chalet,node,1637910944,4.382909,102.40606,Pahang,06,Jerantut,03,,,,,,,,,,
OSM_node_5360683950,Park Lodge,,,Accommodation,Chalet,tourism=chalet,node,5360683950,4.377424,102.399257,Pahang,06,Jerantut,03,,,,,,Abdul Jabar,http://parklodge-tamannegara.blogspot.my/,+60197731661,,
OSM_node_3393385027,Beach Motel,Beach Motel,,Accommodation,Chalet,tourism=chalet,node,3393385027,4.126503,103.396405,Pahang,06,Kuantan,04,,,,,,,,,,
OSM_node_3393385028,Cherating Cottage,Cherating Cottage,,Accommodation,Chalet,tourism=chalet,node,3393385028,4.126854,103.393038,Pahang,06,Kuantan,04,,,,,,,,,,
OSM_node_3393385029,Cherating Inn Beach View,,,Accommodation,Chalet,tourism=chalet,node,3393385029,4.126769,103.396166,Pahang,06,Kuantan,04,,,,,,,,,,
OSM_node_3393385032,Coconut Inn,Coconut Inn,,Accommodation,Chalet,tourism=chalet,node,3393385032,4.126245,103.390984,Pahang,06,Kuantan,04,,,,,,,,,,
OSM_node_3393385033,Desa Rehat,,Desa Rehat,Accommodation,Chalet,tourism=chalet,node,3393385033,4.128472,103.393124,Pahang,06,Kuantan,04,,,,,,,,,,
OSM_node_3393385039,Maznah Guest House,Maznah Guest House,,Accommodation,Chalet,tourism=chalet,node,3393385039,4.128219,103.393408,Pahang,06,Kuantan,04,,,,,,,,,,
OSM_node_3393385041,Payung Guest House,Payung Guest House,,Accommodation,Chalet,tourism=chalet,node,3393385041,4.126836,103.392091,Pahang,06,Kuantan,04,,,,,,,,,,
OSM_node_3393385042,River Side Beach Resort,River Side Beach Resort,,Accommodation,Chalet,tourism=chalet,node,3393385042,4.127512,103.392365,Pahang,06,Kuantan,04,,,,,,,,,,
OSM_node_5025413823,Unnamed Chalet,,,Accommodation,Chalet,tourism=chalet,node,5025413823,4.127567,103.395621,Pahang,06,Kuantan,04,,,,,,,,,,
OSM_node_11030625644,Unnamed Chalet,,,Accommodation,Chalet,tourism=chalet,node,11030625644,3.74308,103.124045,Pahang,06,Kuantan,04,,,,,,,,,,
OSM_way_712204610,Abu Suradi Bungalow,,,Accommodation,Chalet,tourism=chalet,way,712204610,3.714356,101.734556,Pahang,06,Raub,07,,,,,,Tourism Pahang Malaysia,,09 3622 007,,
OSM_way_1545365968,Arundel & Bunge,,,Accommodation,Chalet,tourism=chalet,way,1545365968,3.710942,101.740092,Pahang,06,Raub,07,,,,,,Kuala Lumpur - Kepong Holiday Bungalows Sdn Bhd,,+605-241 7844,,
OSM_way_1545565497,Banglo Agrobank,Agrobank Bungalow,Banglo Agrobank,Accommodation,Chalet,tourism=chalet,way,1545565497,3.711854,101.740052,Pahang,06,Raub,07,,,,,,Bank Pertanian Malaysia,https://uaktravel.com/banglo-bank-pertanian-malaysia,+60 3-2731 1600,,
OSM_way_712204599,Banglo Bentong,,Banglo Bentong,Accommodation,Chalet,tourism=chalet,way,712204599,3.713895,101.735067,Pahang,06,Raub,07,,,,,,Tourism Pahang Malaysia,,09 3622 007,,
OSM_way_713885332,Banglo Jeranjut,,Banglo Jeranjut,Accommodation,Chalet,tourism=chalet,way,713885332,3.720963,101.741611,Pahang,06,Raub,07,,,,,,,,+6093922645,,
OSM_relation_21159322,Banglo Raub,Raub Bungalow,Banglo Raub,Accommodation,Chalet,tourism=chalet,relation,21159322,3.712332,101.739261,Pahang,06,Raub,07,,,,,,,https://fraserhill.org/raub-bungalow.htm,,,
OSM_relation_21155432,Hollebekke Bungalow,,,Accommodation,Chalet,tourism=chalet,relation,21155432,3.71443,101.735552,Pahang,06,Raub,07,,,,,,Tourism Pahang Malaysia,,09 3622 007,,
OSM_way_1545330916,Methodist Bungalow,Methodist Bungalow,,Accommodation,Chalet,tourism=chalet,way,1545330916,3.710285,101.737777,Pahang,06,Raub,07,,,,,,,https://www.methodistchurch.org.my/index.cfm?menuid=21,+609-362 2236,,
OSM_relation_21155377,Rumah Rehat JKR Raub,,Rumah Rehat JKR Raub,Accommodation,Chalet,tourism=chalet,relation,21155377,3.71398,101.734018,Pahang,06,Raub,07,,,,,,Jabatan Kerja Raya,,+0146066870,,
OSM_relation_21155860,Sri Berkat Rest House,Sri Berkat Rest House,Rumah Rehat Sri Berkat,Accommodation,Chalet,tourism=chalet,relation,21155860,3.707465,101.737866,Pahang,06,Raub,07,,,,,,Tourism Selangor,https://sriberkat.weebly.com/about-rrsb.html,+603-5513 2000,,
OSM_way_1545565493,Sri Damai,,Sri Damai,Accommodation,Chalet,tourism=chalet,way,1545565493,3.712379,101.740551,Pahang,06,Raub,07,,,,,,,,,,
OSM_way_1545410214,Stephen's Place B&B,,,Accommodation,Chalet,tourism=chalet,way,1545410214,3.715843,101.750268,Pahang,06,Raub,07,,,,,,,https://www.tripadvisor.com.sg/Hotel_Review-g303992-d7686725-Reviews-Stephen_s_Place_B_B-Bukit_Fraser_Raub_District_Pahang.html,,,
OSM_way_1215206609,Unnamed Chalet,,,Accommodation,Chalet,tourism=chalet,way,1215206609,3.717903,102.034671,Pahang,06,Raub,07,,,,,,,,,,
OSM_way_1215206610,Unnamed Chalet,,,Accommodation,Chalet,tourism=chalet,way,1215206610,3.717855,102.034547,Pahang,06,Raub,07,,,,,,,,,,
OSM_node_5619305021,Bayu Tioman Chalet,Bayu Tioman Chalet,,Accommodation,Chalet,tourism=chalet,node,5619305021,2.768395,104.121738,Pahang,06,Rompin,09,,,,,,,,,,
OSM_node_4794992423,Coral Reef Tioman,Coral Reef Tioman,,Accommodation,Chalet,tourism=chalet,node,4794992423,2.815837,104.153555,Pahang,06,Rompin,09,,,,,,,,,,
OSM_node_8012745591,Juara Bay,Juara Bay,,Accommodation,Chalet,tourism=chalet,node,8012745591,2.796472,104.203941,Pahang,06,Rompin,09,,,,,,,,,,
OSM_node_8025517672,Juara Beach,Juara Beach,,Accommodation,Chalet,tourism=chalet,node,8025517672,2.797572,104.204876,Pahang,06,Rompin,09,,,,,,,,,,
OSM_node_8016268498,Juara Lagoon,Juara Lagoon,,Accommodation,Chalet,tourism=chalet,node,8016268498,2.780703,104.20545,Pahang,06,Rompin,09,,,,,,,,,,
